,id_lattes,titulo,autores,terms
817,5479882786360858,Análise de Algoritmos de Controle para Sistemas de Aquecimento com Otimização do Conforto Térmico,"FREIRE, Roberto Zanetti; OLIVEIRA, Gustavo Henrique da Costa; MENDES, N.","[('algoritmos', 'análise de algoritmos de controle para sistemas de aquecimento com otimização do conforto térmico')]"
818,5479882786360858,Controle PI baseado em otimização por algoritmos genéticos aplicado a um sistema de conforto térmico,"COELHO, Leandro dos Santos; ARAÚJO, Humberto Xavier; OLIVEIRA, Gustavo Henrique da Costa; MENDES, N.","[('algoritmos', 'controle pi baseado em otimização por algoritmos genéticos aplicado a um sistema de conforto térmico')]"
819,5479882786360858,Estrategias para controle de conforto termico baseadas em algoritmos PI e Fuzzyde,"Donaiski E.; REGINATO, Bruno César; OLIVEIRA, G. H. C.; MENDES, N.","[('algoritmos', 'estrategias para controle de conforto termico baseadas em algoritmos pi e fuzzyde')]"
820,5479882786360858,Algoritmos Genéticos para Otimização de Parâmetros em Sensores de Conforto Térmico,"TREBIEN, Rodrigo; MENDES, N.; OLIVEIRA, G. H. C.","[('algoritmos', 'algoritmos genéticos para otimização de parâmetros em sensores de conforto térmico')]"
821,5479882786360858,Algoritmos PMV-MBPC Para Conforto Térmico em Edificações e Aplicação em uma Célula-Teste,"OLIVEIRA, G. H. C.; DONAISKY, E.; MENDES, N.","[('algoritmos', 'algoritmos pmv-mbpc para conforto térmico em edificações e aplicação em uma célula-teste')]"
822,5487485901076598,Estudo de métodos para reconhecimento de padrões faciais utilizando algoritmos genéticos e análise de componentes principais,"SILVA, A. L.; CINTRA, M. E.","[('algoritmos', 'estudo de métodos para reconhecimento de padrões faciais utilizando algoritmos genéticos e análise de componentes principais')]"
823,5496717370740068,Algoritmos para Roteamento de Leituristas,"USBERTI, F. L.; FRANCA, P. M.; MORELATO, A.; GARCIA, V. J.","[('algoritmos', 'algoritmos para roteamento de leituristas')]"
824,5496717370740068,Algoritmos de Tomada de Decisão Multicriterial Fuzzy para Reconfiguração das Redes de Distribuição,"BERNARDON, D. P.; GARCIA, V. J.; FERREIRA, A. S. Q.; CANHA, L. N.; ABAIDE, A. R.","[('algoritmos', 'algoritmos de tomada de decisão multicriterial fuzzy para reconfiguração das redes de distribuição')]"
825,5496717370740068,Desenvolvimento de algoritmos e software para previsão de carga na área de concessão da Mux Energia ­ horizonte de curtíssimo prazo,"BORDIGNON, S.; BERNARDON, D. P.; SPERANDIO, M.; GARCIA, V. J.; BORDIN, G.","[('algoritmos', 'desenvolvimento de algoritmos e software para previsão de carga na área de concessão da mux energia \xad horizonte de curtíssimo prazo')]"
826,5538050121450638,Processo de Suporte ao Ensino-Aprendizagem Através do Programa de Monitoria Não Subsidiada e Produção de Material para Algoritmos e Programação,"LIMA, A. C.; HOCH, H. J.; MARAN, V.; Machado. A; Augustin, Iara; LIMA, J. C. D.","[('algoritmos', 'processo de suporte ao ensino-aprendizagem através do programa de monitoria não subsidiada e produção de material para algoritmos e programação')]"
827,5540143488570288,Comparación de Algoritmos evolutivos Aplicados en la Optimización de Bandas Fotónicas Prohibidas en Cristales fotónicos Bidimensionales,"A. Dourado-Sisnando; SANTOS, F. N.; V. F. Rodríguez-Esquerre; Malheiros-Silveira, G. N.","[('algoritmos', 'comparación de algoritmos evolutivos aplicados en la optimización de bandas fotónicas prohibidas en cristales fotónicos bidimensionales'), ('algoritmos evolutivos', 'comparación de algoritmos evolutivos aplicados en la optimización de bandas fotónicas prohibidas en cristales fotónicos bidimensionales')]"
828,5540143488570288,Avaliação do Desempenho de Esquemas de Cruzamento em Algoritmos Genéticos na Otimização de Bandas Proibidas em Cristais Fotônicos,"SANTOS, F. N.; A. Dourado-Sisnando; V. F. Rodríguez-Esquerre; Malheiros-Silveira, G. N.","[('algoritmos', 'avaliação do desempenho de esquemas de cruzamento em algoritmos genéticos na otimização de bandas proibidas em cristais fotônicos')]"
829,5545891505433768,Um estudo exploratório sobre a predição cruzada de defeitos entre projetos: impacto do uso de diferentes algoritmos de classificação e uma medida de desempenho na construção de modelos de predição,"SATIN, R. F. P.; WIESE, I. S.; RÉ, R.","[('algoritmos', 'um estudo exploratório sobre a predição cruzada de defeitos entre projetos: impacto do uso de diferentes algoritmos de classificação e uma medida de desempenho na construção de modelos de predição')]"
830,5559828291972648,Algoritmos de Extração de Regras de Redes Neurais Artificiais,"OLIVEIRA, J. P.; ULIANA, P. B.; LIMA, W. C.","[('algoritmos', 'algoritmos de extração de regras de redes neurais artificiais')]"
831,5575237386798588,Experiências Positivas para o Ensino de Algoritmos,"Colaço Jr., Methanias","[('algoritmos', 'experiências positivas para o ensino de algoritmos')]"
832,5582058702219798,Comparação dos métodos de mínimos quadrados e regressão linear da função tipo Gama para ajustar curvas de lactação de vacas da raça holandesa e sus mestiças Holandês x Sindi,"LOPES, M. A.; VEIGA, R. D.; NEIVA, R. S.; SILVA, A. R. P.; OLIVEIRA, A. I. G.","[('mínimos quadrados', 'comparação dos métodos de mínimos quadrados e regressão linear da função tipo gama para ajustar curvas de lactação de vacas da raça holandesa e sus mestiças holandês x sindi')]"
833,5582058702219798,Comparação dos métodos de mínimos quadrados e regressão linear da função tipo Gama para ajustar curvas de lactação de vacas da raça holandesa e sus mestiças Holandês x Sindi,"LOPES, M. A.; VEIGA, R. D.; NEIVA, R. S.; SILVA, A. R. P.; OLIVEIRA, A. I. G.","[('mínimos quadrados', 'comparação dos métodos de mínimos quadrados e regressão linear da função tipo gama para ajustar curvas de lactação de vacas da raça holandesa e sus mestiças holandês x sindi')]"
834,5620115591039018,Caracterização do processo de ultrafiltração com membranas por otimização matemática,"ANDRADE, M. Z.; PEROTTONI, C. A.; SCHILDT, R.; BORTOLI, V.; BLANCKENBURG, S.","[('otimização matemática', 'caracterização do processo de ultrafiltração com membranas por otimização matemática')]"
835,5681251994109338,Metaheurísticas DPSO aplicadas ao problema das P-medianas,"VITOR, João Francisco de Almeida; Souza, S.R.S.; Sinaide Nunes Bezerra","[('metaheurísticas', 'metaheurísticas dpso aplicadas ao problema das p-medianas')]"
836,5681251994109338,Aplicação das Metaheurísticas PSO e AG na Estimação de Parâmetros do Modelo de Secagem em Leito Fluidizado,"VITOR, João Francisco de Almeida; Maria Marta Ribeiro da Costa Gomes","[('metaheurísticas', 'aplicação das metaheurísticas pso e ag na estimação de parâmetros do modelo de secagem em leito fluidizado')]"
837,5681251994109338,Aplicação das Metaheurísticas PSO e AG na Estimação de Parâmetros do Modelo de Secagem em Leito Fluidizado,"VITOR, João Francisco de Almeida; Maria Marta Ribeiro da Costa Gomes","[('metaheurísticas', 'aplicação das metaheurísticas pso e ag na estimação de parâmetros do modelo de secagem em leito fluidizado')]"
838,5681251994109338,Um Estudo Sobre Algoritmos Evolutivos Aplicados Ao Problema Das p-Medianas.,"Sinaide Nunes Bezerra; Souza, S.R.S.; VITOR, João Francisco de Almeida","[('algoritmos', 'um estudo sobre algoritmos evolutivos aplicados ao problema das p-medianas.'), ('algoritmos evolutivos', 'um estudo sobre algoritmos evolutivos aplicados ao problema das p-medianas.')]"
839,5681251994109338,LOCALIZAÇÃO DE FACILIDADES USANDO ALGORITMOS EVOLUTIVOS PARALELOS: UM ESTUDO VIA PROBLEMA DAS P-MEDIANAS,"Sinaide Nunes Bezerra; Souza, S.R.S.; VITOR, João Francisco de Almeida","[('algoritmos', 'localização de facilidades usando algoritmos evolutivos paralelos: um estudo via problema das p-medianas'), ('algoritmos evolutivos', 'localização de facilidades usando algoritmos evolutivos paralelos: um estudo via problema das p-medianas')]"
840,5681251994109338,ALGORITMOS EVOLUTIVOS PARALELOS APLICADOS AO PROBLEMA DAS P-MEDIANAS,"Sinaide Nunes Bezerra; Souza, S.R.S.; VITOR, João Francisco de Almeida","[('algoritmos', 'algoritmos evolutivos paralelos aplicados ao problema das p-medianas'), ('algoritmos evolutivos', 'algoritmos evolutivos paralelos aplicados ao problema das p-medianas')]"
841,5681251994109338,Aplicação das Metaheurísticas Algoritmo Genético com Busca Local Adaptativa e Otimização por Saltos de Rãs à Solução do Problema das p-Medianas,"VASCONCELOS, A. M.; Souza, S.R.S.; Bezerra, S.N.; VITOR, João Francisco de Almeida","[('metaheurísticas', 'aplicação das metaheurísticas algoritmo genético com busca local adaptativa e otimização por saltos de rãs à solução do problema das p-medianas')]"
842,5681251994109338,Monitoramento de custos com uso de modelagem de séries temporais e algoritmos genéticos,"Pinto, K.S.L.; Biazi, E.; VITOR, João Francisco de Almeida","[('algoritmos', 'monitoramento de custos com uso de modelagem de séries temporais e algoritmos genéticos')]"
843,5713468691984238,A utilização da ferramenta programação dinâmica como apoio a contabilidade de custos: a otimização de recursos escasso,"RAUPP, F. M.; GIBBON, A. R. O.; BEUREN, Ilse Maria","[('programação dinâmica', 'a utilização da ferramenta programação dinâmica como apoio a contabilidade de custos: a otimização de recursos escasso')]"
844,5713468691984238,Modelo de integração entre a programação dinâmica e o EVA na seleção de investimentos,"RAUPP, F. M.; BEUREN, Ilse Maria","[('programação dinâmica', 'modelo de integração entre a programação dinâmica e o eva na seleção de investimentos')]"
845,5713468691984238,Integração entre o custeio baseado em atividades e a programação dinâmica na análise de restrições produtivas,"RAUPP, F. M.","[('programação dinâmica', 'integração entre o custeio baseado em atividades e a programação dinâmica na análise de restrições produtivas')]"
846,5741927083446578,Investigação de Algoritmos e Desenvolvimento Arquitetural para a Estimação de Movimento em Compressão de Vídeo Digital,"PORTO, Marcelo Schiavon; AGOSTINI, Luciano Volcan; BAMPI, Sergio","[('algoritmos', 'investigação de algoritmos e desenvolvimento arquitetural para a estimação de movimento em compressão de vídeo digital')]"
847,5757626568571248,Detecção de Linhas Redundantes em Problemas de Programação Linear de Grande Porte,"SILVA, D.; OLIVEIRA, A. R. L.; GHIDINI, C. T. L. S.","[('programação linear', 'detecção de linhas redundantes em problemas de programação linear de grande porte')]"
848,5757726310410518,Previsão da Demanda de Passageiros no Sistema de Transporte Coletivo Utilizando as Redes Neurais Artificiais e os Algoritmos Genéticos,"AMORIM JUNIOR, H. P.; MOREIRA, Thereza; PESSANHA, Valdemir; JACINTO, Adenice","[('algoritmos', 'previsão da demanda de passageiros no sistema de transporte coletivo utilizando as redes neurais artificiais e os algoritmos genéticos')]"
849,5757726310410518,Alocação ótima de capacitores para redução de perdas em sistemas de distribuição utilizando algoritmos genéticos,"AMORIM JUNIOR, H. P.; FORTES, M. Z.; GUIMARAES, T. M.","[('algoritmos', 'alocação ótima de capacitores para redução de perdas em sistemas de distribuição utilizando algoritmos genéticos')]"
850,5757726310410518,Aplicação de Algoritmos Genéticos para Alocação de Capacitores em Sistemas de Distribuição,"AMORIM JUNIOR, H. P.; FORTES, M. Z.; GUIMARAES, T. M.","[('algoritmos', 'aplicação de algoritmos genéticos para alocação de capacitores em sistemas de distribuição')]"
851,5800175874658088,Desenvolvimentos de Algoritmos para Correção da Distribuição de Densidade não Uniforme nas Imagens Mamográficas,"NASCIMENTO, M. Z.; FRÈRE, Annie France","[('algoritmos', 'desenvolvimentos de algoritmos para correção da distribuição de densidade não uniforme nas imagens mamográficas')]"
852,5800175874658088,Empregando algoritmos genéticos na segmentação automática de nódulo mamário,"PEREIRA, D. C.; NASCIMENTO, M. Z.","[('algoritmos', 'empregando algoritmos genéticos na segmentação automática de nódulo mamário')]"
853,5801114574367868,Algoritmos de fluxo para extração de redes de drenagem por processos automáticos a partir de modelos digitais de elevação,"FERNANDEZ, D. C. J.; VALERIANO, Márcio de Morisson; ZANI, Hiran; ANDRADES FILHO, Clódis de Oliveira","[('algoritmos', 'algoritmos de fluxo para extração de redes de drenagem por processos automáticos a partir de modelos digitais de elevação')]"
854,5843477721157108,Ambiente para Testes de Desempenho de Algoritmos de Junção Espacial,"ALMEIDA, M.; FORNARI, M. R.; IOCHPE, C.","[('algoritmos', 'ambiente para testes de desempenho de algoritmos de junção espacial')]"
855,5855595168707238,Comparação de Algoritmos para a Avaliação de Projetos de P&D Mediante Incerteza do Tempo,"SILVA, T. A. O.; SANTIAGO, L. P.","[('algoritmos', 'comparação de algoritmos para a avaliação de projetos de p&d mediante incerteza do tempo')]"
856,5863175853834938,Metodologia de Projeto para Redução de Perdas da parte Ativa do Transformador de Distribuição Trifásico Utilizando Algoritmos Genéticos,"SOUZA, K. N.; BRAGA, A. P. S.; SOUSA, R.; PONTES, R. S. T.; ALMEIDA, O.; MURTA, A.","[('algoritmos', 'metodologia de projeto para redução de perdas da parte ativa do transformador de distribuição trifásico utilizando algoritmos genéticos')]"
857,5869405234289458,Algoritmos Bio-Inspirados Aplicados ao Ajuste de um Regulador Linear Quadrático,"REMES, C.; SEBEM, R.; CAVALCA, M. S. M.","[('algoritmos', 'algoritmos bio-inspirados aplicados ao ajuste de um regulador linear quadrático')]"
858,5872571647194208,Aplicação de algoritmos genéticos em relés digitais de freqüência,"VARGAS, Elis Tápia; SOUZA, Silvio Aparecido de; OLESKOVICZ, M.; COURY, Denis Vinicius","[('algoritmos', 'aplicação de algoritmos genéticos em relés digitais de freqüência')]"
859,5872571647194208,Algoritmos genéticos aplicados na estimação de parâmetros de um sistema elétrico de potência,"VARGAS, Elis Tápia; SOUZA, Silvio Aparecido de; COURY, Denis Vinicius; OLESKOVICZ, M.","[('algoritmos', 'algoritmos genéticos aplicados na estimação de parâmetros de um sistema elétrico de potência')]"
860,5872571647194208,A estimação de parâmetros de um sistema elétrico de potência pela aplicação de algoritmos genéticos reestruturado à FPGA,"COURY, D V; OLESKOVICZ, M.; SOUZA, S A; DELBEM, A. C. B.; SOUZA, B. F.; SIMOES, E. V.","[('algoritmos', 'a estimação de parâmetros de um sistema elétrico de potência pela aplicação de algoritmos genéticos reestruturado à fpga')]"
861,5872571647194208,Filtro adaptativo baseado em mínimos quadrados para estimação da freqüência em sistemas elétricos,"BARBOSA, D.; MONARO, R. M.; COURY, D V; OLESKOVICZ, M.","[('mínimos quadrados', 'filtro adaptativo baseado em mínimos quadrados para estimação da freqüência em sistemas elétricos')]"
862,5872571647194208,Algoritmos genéticos aplicados a estimação de harmônicos frente situações faltosas,"SOUZA, S A; OLESKOVICZ, M.; COURY, D V","[('algoritmos', 'algoritmos genéticos aplicados a estimação de harmônicos frente situações faltosas')]"
863,5872571647194208,Caracterização de componentes harmônicos em um sistema elétrico via algoritmos genéticos,"SOUZA, S A; OLESKOVICZ, M.; COURY, D V","[('algoritmos', 'caracterização de componentes harmônicos em um sistema elétrico via algoritmos genéticos')]"
864,5872571647194208,A estimação da freqüência em um sistema elétrico de potência pelo método dos mínimos quadrados,"ROCHA, R. L. S.; BARBOSA, D.; OLESKOVICZ, M.; COURY, D V","[('mínimos quadrados', 'a estimação da freqüência em um sistema elétrico de potência pelo método dos mínimos quadrados')]"
865,5872571647194208,Alocação de monitores de qualidade da energia elétrica para a observação de VTCDs através da matriz híbrida de cobertura e algoritmos genéticos,"GOMES, D. P. S.; OLESKOVICZ, M.; T. R. Kempner","[('algoritmos', 'alocação de monitores de qualidade da energia elétrica para a observação de vtcds através da matriz híbrida de cobertura e algoritmos genéticos')]"
866,5886534352701508,Ferramenta de suporte à decisao na seleção de cultivares para empreendimento citrícola por meio da análise de retorno esperado e programação linear,"CARVALHO, M. F. H.; GIBBIN, R.","[('programação linear', 'ferramenta de suporte à decisao na seleção de cultivares para empreendimento citrícola por meio da análise de retorno esperado e programação linear')]"
867,5888897744222998,Desenvolvimento e Avaliação de Algoritmos Numéricos Paralelos,"CORTES, Omar Andres Carmona; SANTANA, R. H. C.","[('algoritmos', 'desenvolvimento e avaliação de algoritmos numéricos paralelos')]"
868,5888897744222998,Utilização de algoritmos genéticos Real-Coded no refinamento de sistemas nebulosos,"CORTES, Omar Andrés Carmona; SANTANA, R. H. C.; SANTAN, M. J.","[('algoritmos', 'utilização de algoritmos genéticos real-coded no refinamento de sistemas nebulosos')]"
869,5888897744222998,Avaliação de Algoritmos de Escalonamento de Tarefas em Servidores Web Distribuídos,"TEIXEIRA, Mario M; SANTANA, Marcos José; SANTANA, R. H. C.","[('algoritmos', 'avaliação de algoritmos de escalonamento de tarefas em servidores web distribuídos')]"
870,5888897744222998,Algoritmos de Diferenciação de Serviços para Servidores Web com Suporte à QoS,"Traldi, O. A.; BARBATO, Alessandra Kelli; SANTANA, R. H. C.; SANTANA, Marcos José; TEIXEIRA, Mário Antônio Meireles","[('algoritmos', 'algoritmos de diferenciação de serviços para servidores web com suporte à qos')]"
871,5891481079465508,Programação Dinâmica Aplicada ao Problema da Mochila para a Alocação Ótima de Recursos de Manutenção em Redes de Distribuição de Energia Elétrica,"BACALHAU, E. T.; USBERTI, F. L.; FILHO, Christiano L.; Cavellucci, Celso","[('programação dinâmica', 'programação dinâmica aplicada ao problema da mochila para a alocação ótima de recursos de manutenção em redes de distribuição de energia elétrica')]"
872,5891481079465508,Programação dinâmica diferencial aplicada ao planejamento de recursos de manutenção preventiva em redes de distribuição de energia elétrica,"BACALHAU, E. T.; USBERTI, F. L.; Cavellucci, Celso","[('programação dinâmica', 'programação dinâmica diferencial aplicada ao planejamento de recursos de manutenção preventiva em redes de distribuição de energia elétrica')]"
873,5924179754904028,Controle Anti-Balanço de Tempo Mínimo Usando Programação Linear Aplicado a um Descarregador de Navios,"CRUZ, José Jaime da; MORAES, C. C.; LEONARDI, F.","[('programação linear', 'controle anti-balanço de tempo mínimo usando programação linear aplicado a um descarregador de navios')]"
874,5931166730458378,A PECUÁRIA LEITEIRA COMPARADA AOS CULTIVOS ANUAIS EM ÁREAS IRRIGADAS ATRAVÉS DE UM MODELO DE PROGRAMAÇÃO LINEAR,"MOREIRA, J. N.; LOPES, G. M. B.","[('programação linear', 'a pecuária leiteira comparada aos cultivos anuais em áreas irrigadas através de um modelo de programação linear')]"
875,5943634209341438,NEURALARM - Uma Solucao Hibrida com Algoritmos Inteligentes para Deteccao de Falhas e suas Causas em Sistemas Eletricos,"VASCONCELOS, G. C.; Adrian L. Arnaud; CUNHA, R. C. L. V.; ADEODATO, P. J. L.; COSTA, B. R.; FREITAS, J. G.","[('algoritmos', 'neuralarm - uma solucao hibrida com algoritmos inteligentes para deteccao de falhas e suas causas em sistemas eletricos')]"
876,5955170026025588,Avaliação de dados radiométricos para o desenvolvimento de algoritmos empíriocos para estimativa da concentração de clorofila-a na plataforma continental de Santos (SP),"Carvalho, M.; GIANESELLA, S. M. F.; CIOTTI, A. M.; SALDANHA-CORRÊA, F. M. P.","[('algoritmos', 'avaliação de dados radiométricos para o desenvolvimento de algoritmos empíriocos para estimativa da concentração de clorofila-a na plataforma continental de santos (sp)')]"
877,5955170026025588,Avaliação do desempenho de algoritmos empíriocos globais para a estimativa de concentração de clorofila-a na plataforma continental de Santos,"Carvalho, M.; GIANESELLA, S. M. F.; CIOTTI, A. M.; SALDANHA-CORRÊA, F. M. P.; SALDANHA-CORRÊA, F. M. P.","[('algoritmos', 'avaliação do desempenho de algoritmos empíriocos globais para a estimativa de concentração de clorofila-a na plataforma continental de santos')]"
878,5979116269273188,Cancelación de Componentes Determinísticas en Registros de EEG Mediante Algoritmos Adaptables,"Auat Cheein, Fernando A; POSTIGO, J.; di Sciascio, Fernando","[('algoritmos', 'cancelación de componentes determinísticas en registros de eeg mediante algoritmos adaptables')]"
879,5979116269273188,Detección de Eventos de Sincronización y Desincronización en Señales de Electroencefalogramas usando Algoritmos de Identificación Recursiva,"Auat Cheein, Fernando A; di Sciascio, Fernando; POSTIGO, J.","[('algoritmos', 'detección de eventos de sincronización y desincronización en señales de electroencefalogramas usando algoritmos de identificación recursiva')]"
880,6009467992562078,Comparação entre as metaheurísticas GRASP e AG no planejamento da movimentação de gás em uma rede complexa,"PAES,F.G.; IAMASHITA, E. K.; ARICA, J. R. C.","[('metaheurísticas', 'comparação entre as metaheurísticas grasp e ag no planejamento da movimentação de gás em uma rede complexa')]"
881,6020857926054558,Algoritmos para Recomposição de Sistemas de Distribuição.,"ALVES, A. C.; GRUPPELLI JUNIOR, F.; YUAN, J.; STEINER, M. T. A.; VOLPI, N. M. P.; MUSSI, N. H.; WILHELM, V. E.","[('algoritmos', 'algoritmos para recomposição de sistemas de distribuição.')]"
882,6020857926054558,Algoritmos Genéticos aplicados ao Planejamento da Distribuição de Energia Elétrica: Localização das Subestações,"ALVES, A. C.; VARGAS, A. P.","[('algoritmos', 'algoritmos genéticos aplicados ao planejamento da distribuição de energia elétrica: localização das subestações')]"
883,6022316927129668,Um modelo de programação linear para planejamento do uso da água em projetos de irrigação,"SOLIANI, R.; FRIZZONE, J. A.","[('programação linear', 'um modelo de programação linear para planejamento do uso da água em projetos de irrigação')]"
884,6022316927129668,Um Modelo de Programação Linear para a Otimização da Operação de Sistemas Hidroelétricos,"SOLIANI, R.; FRANCATO, A. L.; BARBOSA, P. S. F.","[('programação linear', 'um modelo de programação linear para a otimização da operação de sistemas hidroelétricos')]"
885,6054520658564448,"Análise Econômica da Operação do Sistema de Booster's em Sistemas de Distribuição de Água, Utilizando o EPANET e Programação Dinâmica","BEZERRA, Saulo de Tarso Marques; SILVA, João Silvino Oliveira Paiva da; SANTOS, Daniela da Silva; MONTENEGRO, Leonardo Leite Brasil; CARVALHO, Paulo Sergio Oliveira de","[('programação dinâmica', ""análise econômica da operação do sistema de booster's em sistemas de distribuição de água, utilizando o epanet e programação dinâmica"")]"
886,6064873375484658,Estudo do Dimensionamento do Gasoduto Bolívia/Brasil: uma Aplicação de programação Dinâmica no Ensino Fundamental,"GARCIA, M. F.","[('programação dinâmica', 'estudo do dimensionamento do gasoduto bolívia/brasil: uma aplicação de programação dinâmica no ensino fundamental')]"
887,6119310102978688,O Labirinto do Rato Cego: Aprendizagem Baseada em Projeto em Algoritmos e Programação de Computadores,"FRAGELLI, R.R.; VAINSTEIN, M. H.","[('algoritmos', 'o labirinto do rato cego: aprendizagem baseada em projeto em algoritmos e programação de computadores')]"
888,6145097324115668,Gestor de Objetos de Aprendizaje Abiertos de Tipo Práctico para la Asignatura Algoritmos y Programación,"SPROCK, A. S.; FLORES, I.; REBETE, O.","[('algoritmos', 'gestor de objetos de aprendizaje abiertos de tipo práctico para la asignatura algoritmos y programación')]"
889,6149724347103278,Ajuste Coordenado do Compensador Estático de Reativos Utilizando Algoritmos Genéticos Multi-Objetivos,"Viveros Ch. Enrique; ZAMBRANO, G. M. V., Zambrano, Gisella M. V.","[('algoritmos', 'ajuste coordenado do compensador estático de reativos utilizando algoritmos genéticos multi-objetivos')]"
890,6151483509394538,Gerador de Grade de Horário Escolar por meio de Múltiplas Metaheurísticas GRASP,"SCALDELAI, DIRCEU; VITOR, ADRIANO","[('metaheurísticas', 'gerador de grade de horário escolar por meio de múltiplas metaheurísticas grasp')]"
891,6226840059250418,Utilização da Pesquisa Operacional (Programação Linear) para Determinar o Nível de Eficiência de uma Estação de Produção de Alevinos no Oeste do Estado do Paraná,"HERMES, César Ademar; BRAUN, Nestor; MAHL, Ilson; GÜTS, Rodrigo; MARTINS, Ricardo Silveira; ANDRADE, Rafael L. B. de","[('programação linear', 'utilização da pesquisa operacional (programação linear) para determinar o nível de eficiência de uma estação de produção de alevinos no oeste do estado do paraná')]"
892,6253477923609818,Algoritmos em Java para Análise Não-Linear de Biosinais Cardíacos Carlos Alexandre dos SANTOS,"SANTOS, C. A.; SILVA, C. C. S.; GOMES, D. S. S.; VILAS BOAS, E. L.; FIEBIG, P. P.; DOMINGUES, R.; GUERREIRO, R. C.; MIALARET, L. F. S.","[('algoritmos', 'algoritmos em java para análise não-linear de biosinais cardíacos carlos alexandre dos santos')]"
893,6253673132956358,Planejamento de trilhas no Ensino de Engenharia: uma proposta através de algoritmos genéticos,"CAMARGO, J. T. F.; BARRETO, G.; CANDIDO, J.; VERASZTO, E. V.","[('algoritmos', 'planejamento de trilhas no ensino de engenharia: uma proposta através de algoritmos genéticos')]"
894,6253673132956358,Ensino de Robótica através de algoritmos genéticos,"CAMARGO, J. T. F.; CAMARGO, E. A. F.; BARRETO, G.; CANDIDO, J.; VERASZTO, E. V.","[('algoritmos', 'ensino de robótica através de algoritmos genéticos')]"
895,6265785942463928,Programação de projetos com limitação de recursos através de algoritmos genéticos,"MORAES, R. O.","[('algoritmos', 'programação de projetos com limitação de recursos através de algoritmos genéticos')]"
896,6265785942463928,Uso de Algoritmos Genéticos na Seqüenciação de Ordens de Produção,"MORAES, R. O.; LAURINDO, F. J. B.","[('algoritmos', 'uso de algoritmos genéticos na seqüenciação de ordens de produção')]"
897,6297358376508498,Dimensionamento otimizado de redes de esgotos sanitários com a utilização de algoritmos genéticos,"SOUZA, R. S.; POLIZER, M.; GAMEIRO, L. F. S.","[('algoritmos', 'dimensionamento otimizado de redes de esgotos sanitários com a utilização de algoritmos genéticos')]"
898,6297358376508498,Dimensionamento otimizado de redes de distribuição de água com a utilização de algoritmos genéticos,"GAMEIRO, R. C.; SOUZA, R. S.; POLIZER, M.; STEFFEN, J. L.","[('algoritmos', 'dimensionamento otimizado de redes de distribuição de água com a utilização de algoritmos genéticos')]"
899,6297358376508498,Minimização de perdas físicas em redes de distribuição de água com a utilização de algoritmos genéticos,"YAZBEK FILHO, V. D.; SOUZA, R. S.; POLIZER, M.; STEFFEN, J. L.","[('algoritmos', 'minimização de perdas físicas em redes de distribuição de água com a utilização de algoritmos genéticos')]"
900,6344175997146758,Algoritmos Numericos X Software Numerico: Uma Visao do Engenheiro de Software,"ROCHA, A. R. C.","[('algoritmos', 'algoritmos numericos x software numerico: uma visao do engenheiro de software')]"
901,6364609502443598,Avaliação e projeto de algoritmos adaptativos de passo variável,"LOPES, C. G.; BERMUDEZ J. C. M.","[('algoritmos', 'avaliação e projeto de algoritmos adaptativos de passo variável')]"
902,6364609502443598,Algoritmos rápidos para a implementação de modelos teóricos de filtros adaptativos,"COSTA, Márcio Holsbach; COSTA, Guilherme Holsbach; BERMUDEZ J. C. M.; ITTURRIET, F. P.","[('algoritmos', 'algoritmos rápidos para a implementação de modelos teóricos de filtros adaptativos')]"
903,6388210976465568,COMPARAÇÃO DE ALGORITMOS EVOLUTIVOS PARA O PROBLEMA DE AJUSTE DE HISTÓRICO USANDO O MODELO IMPES,"CARVALHO, IAGO AUGUSTO DE CARVALHO; ROCHA, DANIEL GONÇALVES; vieira, vinícius da fonseca Vieira; XAVIER, CAROLINA RIBEIRO XAVIER","[('algoritmos', 'comparação de algoritmos evolutivos para o problema de ajuste de histórico usando o modelo impes'), ('algoritmos evolutivos', 'comparação de algoritmos evolutivos para o problema de ajuste de histórico usando o modelo impes')]"
904,6400934417933768,Determinação de Aproximação de Funções Não Lineares Para Sistemas Embarcados Utilizando Algoritmos Genéticos,"VILLANUEVA, Juan Mauricio; CATUNDA, Sebastian Yuri Cavalcanti; Saavedra, Osvaldo R.; FONSECA NETO, João Viana da","[('algoritmos', 'determinação de aproximação de funções não lineares para sistemas embarcados utilizando algoritmos genéticos')]"
905,6400934417933768,Algoritmos Evolutivos Nebulosos,"CORTES, Omar Andres Carmona; Saavedra, Osvaldo R.; CATUNDA, Sebastian Yuri Cavalcanti","[('algoritmos', 'algoritmos evolutivos nebulosos'), ('algoritmos evolutivos', 'algoritmos evolutivos nebulosos')]"
906,6437581638743498,Codificação Nó-profundidade com Operador de Recombinação para Algoritmos Evolutivos,"LIBRALON, G. L.; DELBEM, A. C. B.; POLICASTRO, C. A.","[('algoritmos', 'codificação nó-profundidade com operador de recombinação para algoritmos evolutivos'), ('algoritmos evolutivos', 'codificação nó-profundidade com operador de recombinação para algoritmos evolutivos')]"
907,6542937224386838,Algoritmos de Redução de Complexidade para Redes Neurais Artificiais,"LACHTERMACHER, Gerson; CARVALHO JUNIOR, J. G.; OLIVEIRA, R. L.","[('algoritmos', 'algoritmos de redução de complexidade para redes neurais artificiais')]"
